"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
0	"0"	"615359"	"28099_1_11.2"	"*"	"28099_1_11"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
1	"0"	"12555"	"28099_2_219.36"	"*"	"28099_2_219"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
2	"0"	"9646"	"28099_2_247.37"	"*"	"28099_2_247"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
3	"0"	"8376"	"28099_1_99.41"	"*"	"28099_1_99"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
4	"0"	"5266"	"28099_1_74.117"	"*"	"28099_1_74"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"0"	"3001"	"26141_1_191.91"	"97.13"	"26141_1_191"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"1"	"4175"	"26141_1_239.83"	"*"	"26141_1_239"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"2"	"3619"	"26141_1_243.54"	"98.04"	"26141_1_243"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"3"	"3619"	"26141_1_246.59"	"98.04"	"26141_1_246"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"4"	"4175"	"26141_1_276.87"	"99.98"	"26141_1_276"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"5"	"4175"	"28099_1_119.49"	"100.00"	"28099_1_119"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"6"	"4089"	"28099_1_136.70"	"99.85"	"28099_1_136"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"7"	"4089"	"28099_2_146.64"	"100.00"	"28099_2_146"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"8"	"3001"	"28099_2_194.55"	"97.13"	"28099_2_194"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
5	"9"	"4175"	"28099_2_40.73"	"99.98"	"28099_2_40"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
6	"0"	"1769"	"26141_1_137.72"	"100.00"	"26141_1_137"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.6"
