"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
0	"0"	"615359"	"28099_1_11.2"	"*"	"28099_1_11"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
1	"0"	"12555"	"28099_2_219.36"	"*"	"28099_2_219"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
2	"0"	"9646"	"28099_2_247.37"	"*"	"28099_2_247"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
3	"0"	"8376"	"28099_1_99.41"	"*"	"28099_1_99"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
4	"0"	"5266"	"28099_1_74.117"	"*"	"28099_1_74"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"0"	"3001"	"26141_1_191.91"	"97.13"	"26141_1_191"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"1"	"4175"	"26141_1_239.83"	"*"	"26141_1_239"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"2"	"3619"	"26141_1_243.54"	"98.04"	"26141_1_243"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"3"	"3619"	"26141_1_246.59"	"98.04"	"26141_1_246"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"4"	"2160"	"26141_1_250.79"	"98.80"	"26141_1_250"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"5"	"1678"	"26141_1_251.89"	"98.45"	"26141_1_251"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"6"	"4175"	"26141_1_276.87"	"99.98"	"26141_1_276"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"7"	"2160"	"26141_1_298.81"	"98.80"	"26141_1_298"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"8"	"4175"	"28099_1_119.49"	"100.00"	"28099_1_119"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"9"	"4089"	"28099_1_136.70"	"99.85"	"28099_1_136"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"10"	"2091"	"28099_1_69.86"	"100.00"	"28099_1_69"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"11"	"2334"	"28099_1_73.97"	"96.40"	"28099_1_73"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"12"	"4089"	"28099_2_146.64"	"100.00"	"28099_2_146"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"13"	"3001"	"28099_2_194.55"	"97.13"	"28099_2_194"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
5	"14"	"4175"	"28099_2_40.73"	"99.98"	"28099_2_40"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"0"	"1769"	"26141_1_137.72"	"100.00"	"26141_1_137"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"1"	"1769"	"26141_1_138.82"	"100.00"	"26141_1_138"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"2"	"1769"	"26141_1_139.60"	"100.00"	"26141_1_139"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"3"	"1769"	"26141_1_148.103"	"100.00"	"26141_1_148"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"4"	"1769"	"26141_1_150.71"	"100.00"	"26141_1_150"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"5"	"1769"	"26141_1_153.61"	"100.00"	"26141_1_153"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"6"	"1769"	"26141_1_155.114"	"100.00"	"26141_1_155"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"7"	"1769"	"26141_1_172.58"	"100.00"	"26141_1_172"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"8"	"1769"	"26141_1_173.59"	"100.00"	"26141_1_173"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"9"	"1769"	"26141_1_179.87"	"100.00"	"26141_1_179"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"10"	"1429"	"26141_1_182.89"	"100.00"	"26141_1_182"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"11"	"1429"	"26141_1_187.91"	"100.00"	"26141_1_187"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"12"	"1769"	"26141_1_207.83"	"100.00"	"26141_1_207"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"13"	"1769"	"26141_1_211.74"	"100.00"	"26141_1_211"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"14"	"1769"	"26141_1_217.62"	"100.00"	"26141_1_217"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"15"	"1769"	"26141_1_218.81"	"100.00"	"26141_1_218"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"16"	"1769"	"26141_1_227.61"	"100.00"	"26141_1_227"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"17"	"1769"	"26141_1_228.58"	"100.00"	"26141_1_228"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"18"	"1486"	"26141_1_252.82"	"100.00"	"26141_1_252"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"19"	"1513"	"26141_1_257.61"	"100.00"	"26141_1_257"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"20"	"1479"	"26141_1_260.126"	"100.00"	"26141_1_260"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
6	"21"	"1769"	"26141_1_292.61"	"100.00"	"26141_1_292"	"contigs-CTX_M_27.clust.clstr"	"len_diff_0.4"
