"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
0	"0"	"3042"	"26141_1_175.39"	"97.76"	"26141_1_175"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"1"	"3050"	"26141_1_196.55"	"97.61"	"26141_1_196"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"2"	"3071"	"26141_1_259.148"	"97.72"	"26141_1_259"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"3"	"3069"	"26141_1_283.70"	"97.49"	"26141_1_283"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"4"	"3017"	"26141_1_287.58"	"97.94"	"26141_1_287"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"5"	"3183"	"28099_1_216.82"	"96.70"	"28099_1_216"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"6"	"3017"	"28099_1_240.52"	"97.94"	"28099_1_240"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"7"	"3086"	"28099_1_284.55"	"97.99"	"28099_1_284"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"8"	"3017"	"28099_1_55.28"	"97.94"	"28099_1_55"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"9"	"6639"	"28099_1_62.102"	"*"	"28099_1_62"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"10"	"3242"	"28099_2_299.44"	"95.19"	"28099_2_299"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"11"	"3183"	"28099_2_3.85"	"96.70"	"28099_2_3"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
0	"12"	"3017"	"28099_2_64.69"	"97.94"	"28099_2_64"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
1	"0"	"4873"	"34154_7_199.55"	"*"	"34154_7_199"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
2	"0"	"3666"	"28099_1_278.239"	"*"	"28099_1_278"	"contigs-CTX_M_3.clust.clstr"	"len_diff_0.2"
