.26141_1_284.27,ISEcp1_IS1380_unknown,100.000,1656,321,0,0,47651,47971,1656,1336,6.70e-168,593
.26141_1_284.27,ISEc9_IS1380_unknown,100.000,1656,321,0,0,47651,47971,1656,1336,6.70e-168,593
.26141_1_284.27,ISEnca1_IS1380_unknown,88.474,1658,321,37,0,47651,47971,1658,1338,3.39e-106,388
.26141_1_284.27,IS1S_IS1_unknown,100.000,768,153,0,0,1,153,616,768,1.65e-74,283
.26141_1_284.27,IS1S_IS1_unknown,100.000,768,153,0,0,47972,48124,768,616,1.65e-74,283
.26141_1_284.27,IS1R_IS1_unknown,100.000,768,153,0,0,1,153,616,768,1.65e-74,283
.26141_1_284.27,IS1R_IS1_unknown,100.000,768,153,0,0,47972,48124,768,616,1.65e-74,283
.26141_1_284.27,IS1A_IS1_unknown,100.000,768,153,0,0,1,153,616,768,1.65e-74,283
.26141_1_284.27,IS1A_IS1_unknown,100.000,768,153,0,0,47972,48124,768,616,1.65e-74,283
.26141_1_284.27,IS1G_IS1_unknown,99.346,768,153,1,0,1,153,616,768,7.66e-73,278
.26141_1_284.27,IS1G_IS1_unknown,99.346,768,153,1,0,47972,48124,768,616,7.66e-73,278
.26141_1_284.27,IS1D_IS1_unknown,99.346,768,153,1,0,1,153,616,768,7.66e-73,278
.26141_1_284.27,IS1D_IS1_unknown,99.346,768,153,1,0,47972,48124,768,616,7.66e-73,278
.26141_1_284.27,IS1B_IS1_unknown,99.346,768,153,1,0,1,153,616,768,7.66e-73,278
.26141_1_284.27,IS1B_IS1_unknown,99.346,768,153,1,0,47972,48124,768,616,7.66e-73,278
.26141_1_284.27,IS1SD_IS1_unknown,99.338,768,151,1,0,1,151,616,766,9.91e-72,274
.26141_1_284.27,IS1SD_IS1_unknown,99.338,768,151,1,0,47974,48124,766,616,9.91e-72,274
.26141_1_284.27,IS1X2_IS1_unknown,95.425,768,153,7,0,1,153,616,768,7.77e-63,244
.26141_1_284.27,IS1X2_IS1_unknown,95.425,768,153,7,0,47972,48124,768,616,7.77e-63,244
.26141_1_284.27,IS1X3_IS1_unknown,94.771,769,153,8,0,1,153,617,769,3.62e-61,239
.26141_1_284.27,IS1X3_IS1_unknown,94.771,769,153,8,0,47972,48124,769,617,3.62e-61,239
.26141_1_284.27,ISSen9_IS1_unknown,94.118,768,153,9,0,1,153,616,768,1.68e-59,233
.26141_1_284.27,ISSen9_IS1_unknown,94.118,768,153,9,0,47972,48124,768,616,1.68e-59,233
.26141_1_284.27,IS1X4_IS1_unknown,94.118,768,153,9,0,1,153,616,768,1.68e-59,233
.26141_1_284.27,IS1X4_IS1_unknown,94.118,768,153,9,0,47972,48124,768,616,1.68e-59,233
.26141_1_284.27,IS1X1_IS1_unknown,93.464,768,153,10,0,1,153,616,768,7.83e-58,228
.26141_1_284.27,IS1X1_IS1_unknown,93.464,768,153,10,0,47972,48124,768,616,7.83e-58,228
.26141_1_284.27,ISKpn14_IS1_unknown,92.810,768,153,11,0,1,153,616,768,3.64e-56,222
.26141_1_284.27,ISKpn14_IS1_unknown,92.810,768,153,11,0,47972,48124,768,616,3.64e-56,222
.26141_1_284.27,IS1F_IS1_unknown,92.157,768,153,12,0,1,153,616,768,1.69e-54,217
.26141_1_284.27,IS1F_IS1_unknown,92.157,768,153,12,0,47972,48124,768,616,1.69e-54,217
.28099_1_281.23,ISEcp1_IS1380_unknown,100.000,1656,1656,0,0,43798,45453,1656,1,0.0,3059
.28099_1_281.23,ISEc9_IS1380_unknown,100.000,1656,1656,0,0,43798,45453,1656,1,0.0,3059
.28099_1_281.23,ISSbo1_IS91_unknown,95.904,1709,1709,70,0,64577,66285,1,1709,0.0,2769
.28099_1_281.23,ISEnca1_IS1380_unknown,91.057,1658,1655,146,1,43798,45450,1658,4,0.0,2235
.28099_1_281.23,IS1294_IS91_unknown,94.018,1688,1354,79,2,64577,65929,1688,336,0.0,2050
.28099_1_281.23,IS1294_IS91_unknown,100.000,1688,28,0,0,66262,66289,28,1,9.65e-05,52.8
.28099_1_281.23,IS640_IS21_unknown,99.059,2130,425,4,0,82724,83148,425,1,0.0,763
.28099_1_281.23,IS640_IS21_unknown,99.398,2130,166,1,0,82559,82724,2130,1965,8.68e-80,302
.28099_1_281.23,IS21_IS21_unknown,99.059,2131,425,4,0,82724,83148,425,1,0.0,763
.28099_1_281.23,IS21_IS21_unknown,98.802,2131,167,1,1,82559,82724,2131,1965,4.04e-78,296
.28099_1_281.23,IS1203_IS3_IS51,97.035,1310,371,11,0,91505,91875,1,371,4.53e-177,625
.28099_1_281.23,IS3411_IS3_IS51,95.957,1310,371,15,0,91505,91875,1,371,2.12e-170,603
.28099_1_281.23,IS629_IS3_IS51,95.687,1310,371,16,0,91505,91875,1,371,9.88e-169,597
.28099_1_281.23,ISEc62_IS21_unknown,85.681,2125,426,57,4,82725,83148,1702,2125,3.79e-123,446
.28099_1_281.23,ISEc25_IS3_IS51,84.511,1310,368,57,0,91505,91872,1,368,1.09e-98,364
.28099_1_281.23,IS1203E_IS3_IS51,100.000,1032,93,0,0,91783,91875,1,93,7.10e-41,172
.26141_1_288.22,ISEcp1_IS1380_unknown,100.000,1656,1656,0,0,50388,52043,1,1656,0.0,3059
.26141_1_288.22,ISEc9_IS1380_unknown,100.000,1656,1656,0,0,50388,52043,1,1656,0.0,3059
.26141_1_288.22,ISSbo1_IS91_unknown,96.080,1709,1709,67,0,71851,73559,1,1709,0.0,2785
.26141_1_288.22,ISEnca1_IS1380_unknown,91.057,1658,1655,146,1,50391,52043,4,1658,0.0,2235
.26141_1_288.22,IS1294_IS91_unknown,94.239,1688,1354,76,2,71851,73203,1688,336,0.0,2067
.26141_1_288.22,IS1294_IS91_unknown,100.000,1688,28,0,0,73536,73563,28,1,7.95e-05,52.8
.26141_1_288.22,IS186A_IS4_IS231,100.000,1341,125,0,0,1,125,125,1,9.51e-59,231
.26141_1_288.22,IS421_IS4_IS231,100.000,1342,123,0,0,1,123,123,1,1.23e-57,228
.26141_1_288.22,IS186B_IS4_IS231,100.000,1338,123,0,0,1,123,123,1,1.23e-57,228
.28099_1_383.1,IS100kyp_IS21_unknown,99.744,1954,1954,5,0,584651,586604,1954,1,0.0,3581
.28099_1_383.1,IS100_IS21_unknown,99.642,1953,1954,6,1,584651,586604,1953,1,0.0,3568
.28099_1_383.1,IS100L_IS21_unknown,99.284,1950,1954,10,4,584651,586604,1950,1,0.0,3528
.28099_1_383.1,IS100X_IS21_unknown,96.933,1924,1956,26,29,584651,586604,1,1924,0.0,3249
.28099_1_383.1,ISEc38_ISL3_unknown,94.715,1722,1722,91,0,577800,579521,1722,1,0.0,2676
.28099_1_383.1,IS1397_IS3_IS150,97.416,1432,1432,37,0,661625,663056,1432,1,0.0,2440
.28099_1_383.1,ISEcp1_IS1380_unknown,100.000,1656,1263,0,0,798248,799510,1656,394,0.0,2333
.28099_1_383.1,ISEc9_IS1380_unknown,100.000,1656,1263,0,0,798248,799510,1656,394,0.0,2333
.28099_1_383.1,ISSen8_IS21_unknown,87.206,1954,1954,250,0,584651,586604,1954,1,0.0,2224
.28099_1_383.1,ISEnca1_IS1380_unknown,91.449,1658,1263,108,0,798248,799510,1658,396,0.0,1735
.28099_1_383.1,IS1F_IS1_unknown,99.349,768,768,5,0,515453,516220,1,768,0.0,1391
.28099_1_383.1,IS1X1_IS1_unknown,98.568,768,768,11,0,515453,516220,1,768,0.0,1358
.28099_1_383.1,IS1X2_IS1_unknown,96.484,768,768,27,0,515453,516220,1,768,0.0,1269
.28099_1_383.1,IS1X4_IS1_unknown,94.271,768,768,44,0,515453,516220,1,768,0.0,1175
.28099_1_383.1,ISSen9_IS1_unknown,92.708,768,768,56,0,515453,516220,1,768,0.0,1109
.28099_1_383.1,IS609_IS200/IS605_IS605,95.783,1748,664,28,0,492072,492735,781,118,0.0,1072
.28099_1_383.1,IS609_IS200/IS605_IS605,95.783,1748,664,28,0,492072,492735,781,118,0.0,1072
.28099_1_383.1,IS1X3_IS1_unknown,91.514,769,766,65,0,515455,516220,4,769,0.0,1055
.28099_1_383.1,IS1S_IS1_unknown,91.406,768,768,66,0,515453,516220,1,768,0.0,1053
.28099_1_383.1,IS1SD_IS1_unknown,90.992,768,766,69,0,515453,516218,1,766,0.0,1033
.28099_1_383.1,IS1A_IS1_unknown,90.885,768,768,70,0,515453,516220,1,768,0.0,1031
.28099_1_383.1,IS1G_IS1_unknown,90.755,768,768,71,0,515453,516220,1,768,0.0,1026
.28099_1_383.1,IS1R_IS1_unknown,90.625,768,768,72,0,515453,516220,1,768,0.0,1020
.28099_1_383.1,IS1B_IS1_unknown,90.625,768,768,72,0,515453,516220,1,768,0.0,1020
.28099_1_383.1,IS1D_IS1_unknown,90.495,768,768,73,0,515453,516220,1,768,0.0,1014
.28099_1_383.1,ISKpn14_IS1_unknown,88.296,768,769,88,2,515453,516220,1,768,0.0,920
.28099_1_383.1,IS903B_IS5_IS903,99.174,1057,484,4,0,796844,797327,484,1,0.0,872
.28099_1_383.1,IS903_IS5_IS903,95.455,1057,484,22,0,796844,797327,484,1,0.0,773
.28099_1_383.1,IS102_IS5_IS903,91.718,1057,483,40,0,796845,797327,483,1,0.0,671
.28099_1_383.1,ISPan1_IS5_IS903,86.983,1056,484,63,0,796844,797327,484,1,3.16e-152,545
.28099_1_383.1,ISEc23_IS66_unknown,83.632,2532,446,53,10,572838,573264,2088,2532,7.23e-109,401
.28099_1_383.1,IS682_IS66_unknown,83.632,2533,446,53,10,572838,573264,2089,2533,7.23e-109,401
.28099_1_383.1,IS21_IS21_unknown,87.008,2131,254,29,3,586605,586856,250,501,2.73e-73,283
.28099_1_383.1,IS21_IS21_unknown,89.796,2131,196,19,1,586846,587041,1908,2102,2.77e-63,250
.28099_1_383.1,IS640_IS21_unknown,90.476,2130,189,17,1,586853,587041,1914,2101,9.97e-63,248
.28099_1_383.1,ISEc43_IS66_unknown,82.095,2541,296,40,10,572982,573264,2246,2541,1.67e-60,241
.28099_1_383.1,IS5D_IS5_IS5,100.000,1283,125,0,0,799511,799635,1283,1159,1.00e-57,231
.28099_1_383.1,IS5B_IS5_IS5,100.000,1207,125,0,0,799511,799635,1207,1083,1.00e-57,231
.28099_1_383.1,IS5_IS5_IS5,100.000,1195,125,0,0,799511,799635,1195,1071,1.00e-57,231
.28099_1_383.1,ISKpn42_IS110_unknown,85.455,1161,220,32,0,601166,601385,942,1161,3.61e-57,230
.28099_1_383.1,IS4_IS4_IS4,100.000,1426,124,0,0,1,124,1303,1426,3.61e-57,230
.28099_1_383.1,IS2_IS3_IS2,83.429,1331,175,28,1,572596,572769,1,175,1.34e-36,161
.28099_1_383.1,ISPcc3_IS4_IS4,84.314,1427,102,14,2,25,124,1326,1427,1.06e-17,99.0
.28099_1_383.1,ISSm3_IS110_unknown,81.818,1168,88,16,0,601245,601332,1025,1112,1.79e-10,75.0
.28099_1_14.3,ISEcp1_IS1380_unknown,100.000,1656,1656,0,0,362198,363853,1,1656,0.0,3059
.28099_1_14.3,ISEc9_IS1380_unknown,100.000,1656,1656,0,0,362198,363853,1,1656,0.0,3059
.28099_1_14.3,ISEnca1_IS1380_unknown,91.057,1658,1655,146,1,362201,363853,4,1658,0.0,2235
.28099_1_14.3,ISEc1_ISAs1_unknown,96.050,1291,1291,51,0,338563,339853,1,1291,0.0,2102
.28099_1_14.3,ISEc1_ISAs1_unknown,91.681,1291,1166,92,5,339986,341148,128,1291,0.0,1611
.28099_1_14.3,ISEc5_ISAs1_unknown,95.820,1291,1292,52,2,338563,339853,1,1291,0.0,2085
.28099_1_14.3,ISEc5_ISAs1_unknown,91.081,1291,1166,99,5,339986,341148,128,1291,0.0,1572
.28099_1_14.3,IS200C_IS200/IS605_IS200,96.333,709,709,26,0,51387,52095,1,709,0.0,1166
.28099_1_14.3,IS200C_IS200/IS605_IS200,96.333,709,709,26,0,51387,52095,1,709,0.0,1166
.28099_1_14.3,IS200F_IS200/IS605_IS200,92.340,710,705,50,3,51392,52094,8,710,0.0,1000
.28099_1_14.3,IS200F_IS200/IS605_IS200,92.340,710,705,50,3,51392,52094,8,710,0.0,1000
.28099_1_14.3,IS200_IS200/IS605_IS200,91.761,709,704,51,6,51394,52094,10,709,0.0,972
.28099_1_14.3,IS200_IS200/IS605_IS200,91.761,709,704,51,6,51394,52094,10,709,0.0,972
.28099_1_14.3,IS200H_IS200/IS605_IS200,90.510,707,706,60,6,51392,52094,6,707,0.0,926
.28099_1_14.3,IS200H_IS200/IS605_IS200,90.510,707,706,60,6,51392,52094,6,707,0.0,926
.28099_1_14.3,IS903B_IS5_IS903,99.174,1057,484,4,0,364774,365257,1,484,0.0,872
.28099_1_14.3,IS1541D_IS200/IS605_IS200,88.062,711,712,83,2,51384,52094,1,711,0.0,843
.28099_1_14.3,IS1541D_IS200/IS605_IS200,88.062,711,712,83,2,51384,52094,1,711,0.0,843
.28099_1_14.3,ISEch5_IS200/IS605_IS200,87.943,711,705,84,1,51391,52094,7,711,0.0,830
.28099_1_14.3,ISEch5_IS200/IS605_IS200,87.943,711,705,84,1,51391,52094,7,711,0.0,830
